UV,SolarRad,Avg_Wind,Rel_humidity,pop_Density,StringyInd,PM25,DailyTemp,Precipitation,DailyCases,DailyDeath,TotPop,CSR
7,9.7,9,80,308.1252459,76.85,52,30.4,120.3150172,270,0,96462106,2.80E-06
4,17.6,15,57.25,1360.9,72.69,12,8,68.34802356,5766,95,932546,0.006183073
6,13.4,36,72.7,44,72.69,26,32.2,135.9945399,13,0,30032,0.000432872
3,22.9,14,65.35,107.1279669,64.81,24,12.1,52.17834755,15597,598,8877067,0.001756999
7,17.4,8,77.5,1239.579312,89.81,99,27.7,355.4028577,9455,177,163046161,5.80E-05
6,22.4,12,55.5,1300,56.94,75,20.6,131.8126624,593,9,21516000,2.76E-05
5,21,12,75,377.3795905,81.48,33,11.3,35.28344716,49906,7844,11484055,0.004345678
6,19.2,9,80,25.06171624,77.31,86,16.8,89.07460336,101826,7051,211049527,0.000482474
3,21.6,12.5,73.15,5492.6,72.69,17,16,76.805233,2171,114,631486,0.003437923
8,31.3,17.2,21.1,247.3,72.69,28,32.8,2.224129659,4411,218,2266715,0.001945988
7,15.8,13.4,67,2026.4,72.69,44,28.9,106.0591739,1840,97,760141,0.002420604
5,8.1,17,78,97.91306306,72.22,40,18,151.0313233,739,6,5047561,0.000146407
3,16.8,27,71.5,137.6577053,57.41,16,10.3,75.28476751,7781,248,10669709,0.000729261
4,23.3,19,75,137.9765658,68.52,27,10,44.65524272,9523,484,5818553,0.001636661
5,23.9,16,65,18.14854727,60.19,32,7.5,44.04077104,5254,230,5520314,0.000951757
5,21.9,16,70,122.2994372,87.96,50,14.8,68.43058124,167272,24864,67059887,0.002494367
4,21.7,5.1,63.8,83.26518231,84.26,39,18.6,26.06647665,2626,144,10716322,0.000245047
6,11.8,17,81.5,7096.190476,66.67,114,26,226.9262791,1039,4,7507400,0.000138397
3,19,14,60,107.9814868,76.85,35,13.4,78.84969632,2998,340,9769949,0.000306859
7,33.6,12,40,454.9380726,96.3,58,27.2,12.66151632,42505,1391,1366417754,3.11E-05
7,21.8,9,81.5,147.7521901,74.54,135,27.5,234.3389729,11192,845,270625568,4.14E-05
6,29.2,16,65,410.4805915,80.56,57,19.1,4.941760818,16208,232,9053300,0.001790286
5,15.1,9,74,205.4183722,93.52,30,19.1,56.55317504,210717,28884,60297396,0.003494629
5,16.9,20,65,347.0734584,47.22,90,20.8,81.86923164,15061,560,126264931,0.000119281
7,25.6,12.6,54,6.769825721,89.35,39,14.4,38.93832677,3920,27,18513930,0.000211732
5,10.1,12.2,65.8,550.4,72.69,98,26.7,60.9080537,1991,173,545724,0.003648364
6,22.8,10.9,69.2,413.1,72.69,45,31.7,123.4709476,243,4,293582,0.000827707
6,25.1,13.5,74.5,8092.3,72.69,98,25,3.757981537,26225,1231,3979537,0.006589963
6,18.8,9,80,95.96282149,73.15,49,28.2,110.3812488,6298,105,31949777,0.000197122
9,35.6,11.3,20.6,414.9,72.69,21,29.6,3.179916641,4751,147,4485414,0.001059211
6,26.9,5.7,91,64.91462641,82.41,68,21.3,48.64410829,23471,2154,127575529,0.000183977
4,12,11.1,66.5,1704.9,72.69,25,16.1,79.4149764,754,46,812855,0.000927595
5,24.9,16,74.5,511.4759276,79.63,35,14.9,65.1592119,40571,5056,17332850,0.0023407
6,22.5,13,73.1,2029.4,72.69,26,23.8,129.7975918,6557,441,390144,0.016806615
5,9.6,17.9,62,27012.5,72.69,17,20.6,124.8970579,22900,2001,8336817,0.002746852
4,17.3,15.8,85,18.38517337,83.33,29,17.6,63.61093845,1487,20,4917000,0.00030242
4,14.8,19.7,78.9,244.1,72.69,15,6.3,57.59745597,259,3,108860,0.002379203
4,19.4,16,63,82.59151467,84.26,49,15.7,87.7341036,1511,84,2083459,0.000725236
6,21.8,12,65,14.54829163,67.59,29,8.2,45.29794993,7847,211,5347896,0.001467306
6,18.4,18.7,70.6,956.4,72.69,28,26.7,150.3755261,841,33,655158,0.00128366
3,12.6,12.3,65.1,14.8,72.69,11,14.3,58.3735053,18574,1326,13448494,0.001381121
6,21.1,12,40,275.2893187,89.81,85,23.1,29.41306559,20941,476,216565318,9.67E-05
4,19.2,14,70,124.0234822,83.33,63,23.9,73.37911046,13693,678,37970874,0.000360619
3,10.7,8,68,79.8376858,96.3,62,13.6,37.91168791,9464,193,6944975,0.001362712
7,16,9,84,7952.998418,76.85,38,29,156.1551323,18205,18,5703569,0.003191861
3,20.9,14,64,113.2855865,73.15,42,11.7,58.42946647,1408,24,5454073,0.000258156
6,29.3,7.6,57.7,47.63011978,84.26,38,14.2,24.02882067,6783,131,58558270,0.000115833
5,16.1,12,65,529.3585013,43.52,33,22.1,89.00375165,10801,252,51709098,0.00020888
5,29.1,17,54,93.67719744,85.19,63,23.7,46.87263202,217466,25264,47076781,0.00461939
6,14.2,8,79.5,345.558922,79.63,75,30.1,201.935897,718,7,21803000,3.29E-05
7,13.9,16,80,658,31.48,82,27,303.5107886,436,6,23855010,1.83E-05
7,10.8,9,75,135.8972068,75,71,32.2,136.6343467,2969,54,69625582,4.26E-05
6,20.2,17,70,106.9601289,75.93,51,16.8,47.58232455,126045,3397,83429615,0.001510794
4,20.6,14.4,62,77.0296708,88.89,28,17.8,34.44757444,11913,288,44385155,0.000268401
9,33.3,9,50,135.6091101,77.78,83,33.8,7.254563265,14163,126,9770529,0.001449563
5,16.8,10.6,70,274.7089819,79.63,56,11.9,25.57142839,188465,28218,66834405,0.00281988
3,18.5,20,56,27,69.44,23,10.3,28.60415857,1406,18,4485213,0.000313475
7,16.7,9,80,308.1252459,76.85,54,31.2,245.8566646,271,0,96462106,2.81E-06
4,22.6,15,57.25,1360.9,72.69,10,14,28.06898963,5836,104,932546,0.006258136
6,13.4,36,72.7,44,72.69,32,33.3,146.7722745,13,0,30032,0.000432872
3,10.9,14,65.35,107.1279669,64.81,28,14.2,135.3590849,15621,600,8877067,0.001759703
7,17.4,8,77.5,1239.579312,89.81,94,29.5,379.6769461,10143,182,163046161,6.22E-05
6,20.4,12,55.5,1300,56.94,83,14.4,97.83847155,593,9,21516000,2.76E-05
5,9,12,75,377.3795905,81.48,38,12.4,72.2145489,50267,7924,11484055,0.004377112
6,17.2,9,80,25.06171624,77.31,29,16.9,90.00365158,108620,7367,211049527,0.000514666
3,21.6,12.5,73.15,5492.6,72.69,7,16,80.24466517,2224,117,631486,0.003521852
8,33.3,17.2,21.1,247.3,72.69,28,31.7,2.319154555,4408,223,2266715,0.001944664
7,18.8,13.4,67,2026.4,72.69,41,28.9,49.6294025,1886,101,760141,0.002481119
5,14.1,17,78,97.91306306,72.22,41,20,281.6357978,742,6,5047561,0.000147002
3,10.8,27,71.5,137.6577053,57.41,34,11.9,104.2442643,7819,252,10669709,0.000732822
4,26.3,19,75,137.9765658,68.52,31,10,39.914016,9670,493,5818553,0.001661925
5,22.9,16,65,18.14854727,60.19,29,7.4,21.13937693,5327,240,5520314,0.000964981
5,7.9,16,70,122.2994372,87.96,52,15.7,53.81275895,167886,25168,67059887,0.002503523
4,26.7,5.1,63.8,83.26518231,81.48,26,17.2,16.34058092,2632,146,10716322,0.000245607
6,11.8,17,81.5,7096.190476,66.67,127,27,390.6890242,1040,4,7507400,0.00013853
3,14,14,60,107.9814868,66.67,48,13.7,55.16111124,3035,351,9769949,0.000310646
7,32.6,12,40,454.9380726,81.94,91,28.4,12.79851305,46437,1566,1366417754,3.40E-05
7,16.8,9,81.5,147.7521901,74.54,91,26.7,254.5111734,11587,864,270625568,4.28E-05
6,30.2,16,65,410.4805915,80.56,98,20.6,7.470920034,16246,235,9053300,0.001794484
5,11.1,9,74,205.4183722,62.96,50,19.3,50.58322302,211938,29079,60297396,0.003514878
5,15.9,20,65,347.0734584,47.22,70,19.2,171.3008108,15229,582,126264931,0.000120611
7,12.6,12.6,54,6.769825721,89.35,73,6.8,32.3621184,4049,29,18513930,0.0002187
5,17.1,12.2,65.8,550.4,72.69,73,21.7,144.5400633,2018,191,545724,0.00369784
6,26.8,10.9,69.2,413.1,72.69,43,31.7,102.6717443,243,5,293582,0.000827707
6,32.1,13.5,74.5,8092.3,72.69,73,28.3,6.139003622,27836,1257,3979537,0.006994784
6,16.8,9,80,95.96282149,69.44,43,29.1,146.3040223,6353,105,31949777,0.000198843
9,33.6,11.3,20.6,414.9,72.69,33,29.4,1.867821658,4929,147,4485414,0.001098895
6,29.9,5.7,91,64.91462641,82.41,66,21.7,58.16749357,24905,2271,127575529,0.000195218
4,8,11.1,66.5,1704.9,72.69,11,17.8,45.37139232,769,46,812855,0.000946048
5,25.9,16,74.5,511.4759276,79.63,46,13.7,61.60429533,40770,5082,17332850,0.002352181
6,26.5,13,73.1,2029.4,72.69,19,24.4,68.3537531,6575,447,390144,0.016852752
5,18.6,17.9,62,27012.5,72.69,35,22.2,139.7727254,23054,2020,8336817,0.002765324
4,17.3,15.8,85,18.38517337,83.33,26,15.1,76.09852713,1486,20,4917000,0.000302217
4,20.8,19.7,78.9,244.1,72.69,14,6.7,100.0771055,259,3,108860,0.002379203
4,17.4,16,63,82.59151467,81.48,42,15.8,86.2933752,1518,85,2083459,0.000728596
6,20.8,12,65,14.54829163,67.59,36,7.1,87.4221407,7904,214,5347896,0.001477964
6,22.4,18.7,70.6,956.4,72.69,39,36.1,149.0561165,853,33,655158,0.001301976
3,16.6,12.3,65.1,14.8,72.69,7,9,69.63413092,19097,1446,13448494,0.00142001
6,23.1,12,40,275.2893187,89.81,71,25.9,22.58326393,22049,514,216565318,0.000101812
4,19.2,14,70,124.0234822,83.33,74,21.7,29.32882749,14006,698,37970874,0.000368862
3,26.7,8,68,79.8376858,96.3,61,13.1,59.26899569,9557,197,6944975,0.001376103
7,12,9,84,7952.998418,76.85,31,27.3,246.2152707,18778,18,5703569,0.003292325
3,12.9,14,64,113.2855865,73.15,31,12.6,53.90798551,1413,25,5454073,0.000259072
6,24.3,7.6,57.7,47.63011978,84.26,61,15.9,29.43995642,7220,138,58558270,0.000123296
5,17.1,12,65,529.3585013,43.52,41,18.9,99.582667,10804,254,51709098,0.000208938
5,17.1,17,54,93.67719744,81.94,62,24.7,57.46986532,218011,25428,47076781,0.004630967
6,12.2,8,79.5,345.558922,79.63,66,29.9,149.1997874,751,8,21803000,3.44E-05
7,8.9,16,80,658,31.48,50,30,202.5626488,438,6,23855010,1.84E-05
7,13.8,9,75,135.8972068,75,63,31.6,196.6368853,2987,54,69625582,4.29E-05
6,29.2,17,70,106.9601289,75.93,62,13.4,60.40456124,127659,3461,83429615,0.00153014
4,17.6,14.4,62,77.0296708,88.89,36,17.2,46.75850122,12331,303,44385155,0.000277818
9,24.3,9,50,135.6091101,77.78,107,31.1,11.96972964,14730,137,9770529,0.001507595
5,16.8,10.6,70,274.7089819,79.63,49,12.7,67.98375355,191843,28490,66834405,0.002870423
3,17.5,20,56,27,69.44,42,10.4,36.98319318,1423,18,4485213,0.000317265
7,13.7,9,80,308.1252459,73.15,56,31.1,163.7930425,271,0,96462106,2.81E-06
4,11.6,15,57.25,1360.9,72.69,14,16,41.06817532,5893,106,932546,0.006319259
6,14.4,36,72.7,44,72.69,36,34.4,71.05227038,14,0,30032,0.000466169
3,12.9,14,65.35,107.1279669,64.81,31,12.2,67.38658141,15650,606,8877067,0.00176297
7,9.4,8,77.5,1239.579312,89.81,75,29.9,192.157721,10929,183,163046161,6.70E-05
6,26.4,12,55.5,1300,56.94,89,18.7,147.9391862,593,9,21516000,2.76E-05
5,13,12,75,377.3795905,78.7,48,10.6,66.34062804,50509,8016,11484055,0.004398185
6,19.2,9,80,25.06171624,81.02,45,19.3,74.26499639,115455,7938,211049527,0.000547052
3,13.6,12.5,73.15,5492.6,72.69,18,16,48.26877626,2232,121,631486,0.00353452
8,30.3,17.2,21.1,247.3,72.69,21,34.4,1.804671922,4473,226,2266715,0.00197334
7,20.8,13.4,67,2026.4,72.69,35,27.8,83.57980607,1999,102,760141,0.002629775
5,9.1,17,78,97.91306306,72.22,32,19,304.8814133,755,6,5047561,0.000149577
3,10.8,27,71.5,137.6577053,57.41,48,7.9,57.39516169,7896,257,10669709,0.000740039
4,15.3,19,75,137.9765658,68.52,27,10,56.30358729,9821,503,5818553,0.001687877
5,23.9,16,65,18.14854727,60.19,28,10.9,29.77296749,5412,246,5520314,0.000980379
5,7.9,16,70,122.2994372,87.96,46,13.2,59.86048856,168935,25498,67059887,0.002519166
4,23.7,5.1,63.8,83.26518231,72.22,35,17.4,31.32833971,2642,146,10716322,0.00024654
6,7.8,17,81.5,7096.190476,66.67,89,26,242.5520607,1040,4,7507400,0.00013853
3,19,14,60,107.9814868,66.67,48,13.3,71.0688119,3065,363,9769949,0.000313717
7,26.6,12,40,454.9380726,81.94,102,30.7,12.91699707,49400,1693,1366417754,3.62E-05
7,17.8,9,81.5,147.7521901,74.54,88,27.8,113.8087046,12071,872,270625568,4.46E-05
6,23.2,16,65,410.4805915,77.78,130,18.8,9.530625119,16289,238,9053300,0.001799233
5,17.1,9,74,205.4183722,62.96,65,18.3,35.86772482,213013,29315,60297396,0.003532706
5,10.9,20,65,347.0734584,47.22,33,20.5,188.9788095,15354,593,126264931,0.000121601
7,24.6,12.6,54,6.769825721,89.35,31,6.8,29.36879339,4205,29,18513930,0.000227126
5,20.1,12.2,65.8,550.4,72.69,87,14.4,51.18449681,2041,198,545724,0.003739986
6,25.8,10.9,69.2,413.1,72.69,43,32.8,78.26875941,243,5,293582,0.000827707
6,32.1,13.5,74.5,8092.3,72.69,87,31.7,8.065381495,28665,1315,3979537,0.007203099
6,12.8,9,80,95.96282149,69.44,50,29.9,226.0703093,6383,106,31949777,0.000199782
9,38.6,11.3,20.6,414.9,72.69,37,30.6,3.40084492,5138,175,4485414,0.001145491
6,23.9,5.7,91,64.91462641,82.41,61,21.2,80.28426207,26025,2507,127575529,0.000203997
4,9,11.1,66.5,1704.9,72.69,20,16.7,75.63115852,793,49,812855,0.000975574
5,24.9,16,74.5,511.4759276,79.63,26,13.1,43.56338776,41087,5168,17332850,0.00237047
6,12.5,13,73.1,2029.4,72.69,18,25.2,137.6325121,6608,453,390144,0.016937336
5,11.6,17.9,62,27012.5,72.69,21,22.8,96.49085652,23257,2038,8336817,0.002789674
4,20.3,15.8,85,18.38517337,83.33,24,11.8,174.4997012,1488,21,4917000,0.000302624
4,7.8,19.7,78.9,244.1,72.69,21,3.5,58.4793143,259,3,108860,0.002379203
4,18.4,16,63,82.59151467,72.22,46,17.8,81.02328711,1526,86,2083459,0.000732436
6,21.8,12,65,14.54829163,67.59,18,8.8,85.21747115,7955,215,5347896,0.001487501
6,20.4,18.7,70.6,956.4,72.69,43,25,96.20750185,868,36,655158,0.001324871
3,23.6,12.3,65.1,14.8,72.69,13,6.5,92.40341657,19468,1505,13448494,0.001447597
6,34.1,12,40,275.2893187,89.81,80,27,26.12259302,24073,564,216565318,0.000111158
4,11.2,14,70,124.0234822,83.33,73,16.1,69.72570749,14431,716,37970874,0.000380054
3,9.7,8,68,79.8376858,93.52,46,15.8,49.12162644,9677,200,6944975,0.001393382
7,16,9,84,7952.998418,76.85,38,28.6,146.703269,19410,18,5703569,0.003403132
3,12.9,14,64,113.2855865,73.15,55,13.7,67.74234486,1421,25,5454073,0.000260539
6,23.3,7.6,57.7,47.63011978,84.26,57,15.3,24.70046436,7572,148,58558270,0.000129307
5,12.1,12,65,529.3585013,43.52,65,15.4,86.73018349,10806,255,51709098,0.000208977
5,26.1,17,54,93.67719744,81.94,68,20.5,51.00857787,219329,25613,47076781,0.004658963
6,19.2,8,79.5,345.558922,79.63,49,28.9,131.3624579,771,9,21803000,3.54E-05
7,15.9,16,80,658,31.48,66,25,203.228187,438,6,23855010,1.84E-05
7,18.8,9,75,135.8972068,75,60,32.5,104.1320522,2988,54,69625582,4.29E-05
6,28.2,17,70,106.9601289,75.93,51,15.1,52.19550097,129491,3520,83429615,0.001552099
4,16.6,14.4,62,77.0296708,88.89,39,16.1,51.92931304,12697,316,44385155,0.000286064
9,31.3,9,50,135.6091101,77.78,119,30.7,13.09482289,15192,146,9770529,0.00155488
5,14.8,10.6,70,274.7089819,79.63,47,10.9,69.56478188,195527,29216,66834405,0.002925544
3,17.5,20,56,27,69.44,13,14,58.79753336,1440,18,4485213,0.000321055
7,21.7,9,80,308.1252459,73.15,47,31.4,220.73677,271,0,96462106,2.81E-06
4,25.6,15,57.25,1360.9,72.69,20,15,26.01424485,5963,112,932546,0.006394323
6,22.4,36,72.7,44,72.69,43,28.3,148.7768828,14,0,30032,0.000466169
3,20.9,14,65.35,107.1279669,64.81,38,11.3,127.5179511,15684,608,8877067,0.0017668
7,17.4,8,77.5,1239.579312,89.81,78,26.1,343.7915554,11719,186,163046161,7.19E-05
6,18.4,12,55.5,1300,56.94,110,20.3,101.7400587,593,9,21516000,2.76E-05
5,13,12,75,377.3795905,78.7,27,12.1,77.62709105,50781,8339,11484055,0.00442187
6,21.2,9,80,25.06171624,81.02,67,20.5,107.8758403,126611,8588,211049527,0.000599911
3,18.6,12.5,73.15,5492.6,72.69,25,15,89.80901084,2255,124,631486,0.003570942
8,26.3,17.2,21.1,247.3,72.69,26,38.3,3.131219124,4573,238,2266715,0.002017457
7,20.8,13.4,67,2026.4,72.69,47,21.7,62.2612821,2024,107,760141,0.002662664
5,8.1,17,78,97.91306306,72.22,37,23,149.2291523,761,6,5047561,0.000150766
3,16.8,27,71.5,137.6577053,57.41,32,8.5,105.1132682,7974,262,10669709,0.000747349
4,11.3,19,75,137.9765658,68.52,22,15,46.88314198,9938,506,5818553,0.001707985
5,16.9,16,65,18.14854727,60.19,23,12,23.90459167,5573,252,5520314,0.001009544
5,18.9,16,70,122.2994372,87.96,37,16.7,85.3323565,172465,25772,67059887,0.002571806
4,22.7,5.1,63.8,83.26518231,72.22,36,15.6,35.92157122,2663,147,10716322,0.000248499
6,7.8,17,81.5,7096.190476,66.67,60,30,232.1262797,1040,4,7507400,0.00013853
3,13,14,60,107.9814868,66.67,49,11.6,50.1804965,3111,373,9769949,0.000318425
7,32.6,12,40,454.9380726,81.94,67,29.3,13.14479008,52987,1785,1366417754,3.88E-05
7,19.8,9,81.5,147.7521901,74.54,132,26.2,114.5558356,12438,895,270625568,4.60E-05
6,32.2,16,65,410.4805915,77.78,93,19.4,7.047148331,16310,239,9053300,0.001801553
5,19.1,9,74,205.4183722,62.96,68,19.1,41.4468479,214457,29684,60297396,0.003556654
5,12.9,20,65,347.0734584,47.22,32,15.1,89.42836499,15455,605,126264931,0.000122401
7,24.6,12.6,54,6.769825721,89.35,56,10.8,31.24561213,4422,30,18513930,0.000238847
5,22.1,12.2,65.8,550.4,72.69,35,11.7,133.9525954,2070,206,545724,0.003793126
6,23.8,10.9,69.2,413.1,72.69,34,33.3,71.47823794,249,6,293582,0.000848145
6,29.1,13.5,74.5,8092.3,72.69,35,33.3,7.02854458,29511,1369,3979537,0.007415687
6,13.8,9,80,95.96282149,69.44,52,28.9,154.0218434,6428,107,31949777,0.000201191
9,29.6,11.3,20.6,414.9,72.69,64,32.2,2.090996058,5196,186,4485414,0.001158421
6,20.9,5.7,91,64.91462641,82.41,58,19.7,77.7774149,27634,2704,127575529,0.000216609
4,13,11.1,66.5,1704.9,72.69,26,16.1,72.79686153,809,50,812855,0.000995257
5,26.9,16,74.5,511.4759276,79.63,29,15.1,27.73641789,41319,5204,17332850,0.002383855
6,15.5,13,73.1,2029.4,72.69,31,26.1,81.1956048,6626,464,390144,0.016983473
5,12.6,17.9,62,27012.5,72.69,16,14.4,58.94773315,23529,2055,8336817,0.0028223
4,14.3,15.8,85,18.38517337,83.33,19,10.4,116.1481251,1489,21,4917000,0.000302827
4,11.8,19.7,78.9,244.1,72.69,20,7.2,90.97056203,259,3,108860,0.002379203
4,21.4,16,63,82.59151467,72.22,58,10.8,74.79631744,1539,88,2083459,0.000738675
6,17.8,12,65,14.54829163,67.59,11,10.1,39.45135793,7996,216,5347896,0.001495167
6,18.4,18.7,70.6,956.4,72.69,21,25.6,78.9000465,895,40,655158,0.001366083
3,11.6,12.3,65.1,14.8,72.69,14,8.5,49.70747118,19910,1560,13448494,0.001480463
6,26.1,12,40,275.2893187,89.81,65,27.1,35.34291281,24644,585,216565318,0.000113795
4,13.2,14,70,124.0234822,83.33,71,15,64.05312034,14740,733,37970874,0.000388192
3,12.7,8,68,79.8376858,93.52,52,12.1,47.66842566,9791,203,6944975,0.001409796
7,12,9,84,7952.998418,76.85,49,28.5,96.39915451,20198,20,5703569,0.003541291
3,10.9,14,64,113.2855865,73.15,48,11.1,99.6641181,1429,25,5454073,0.000262006
6,27.3,7.6,57.7,47.63011978,84.26,84,12.7,31.33879838,7808,153,58558270,0.000133337
5,22.1,12,65,529.3585013,43.52,42,20.6,75.17386134,10810,256,51709098,0.000209054
5,14.1,17,54,93.67719744,81.94,29,20.2,48.69644507,220325,25857,47076781,0.00468012
6,12.2,8,79.5,345.558922,79.63,65,27.8,177.1236155,797,9,21803000,3.66E-05
7,13.9,16,80,658,31.48,77,31,120.9683155,439,6,23855010,1.84E-05
7,15.8,9,75,135.8972068,75,54,32.3,129.0581804,2989,55,69625582,4.29E-05
6,22.2,17,70,106.9601289,75.93,74,18.1,26.02247773,131744,3584,83429615,0.001579104
4,24.6,14.4,62,77.0296708,88.89,37,15.1,62.63780362,13184,327,44385155,0.000297036
9,25.3,9,50,135.6091101,75.93,125,31.3,10.56295577,15738,157,9770529,0.001610762
5,15.8,10.6,70,274.7089819,79.63,46,11.6,62.72082394,199358,29863,66834405,0.002982865
3,18.5,20,56,27,69.44,38,15.6,46.32576951,1454,18,4485213,0.000324176
7,13.7,9,80,308.1252459,73.15,52,31.7,131.2039324,271,0,96462106,2.81E-06
4,14.6,15,57.25,1360.9,72.69,6,15,38.56337644,6017,114,932546,0.006452229
6,18.4,36,72.7,44,72.69,23,29.4,97.40979181,14,0,30032,0.000466169
3,20.9,14,65.35,107.1279669,64.81,35,15.7,105.7353866,15752,609,8877067,0.00177446
7,15.4,8,77.5,1239.579312,89.81,68,26.8,327.3167281,12425,199,163046161,7.62E-05
6,18.4,12,55.5,1300,56.94,94,16.7,177.574623,593,9,21516000,2.76E-05
5,23,12,75,377.3795905,78.7,42,14.4,81.90796398,51420,8415,11484055,0.004477513
6,11.2,9,80,25.06171624,81.02,69,14,70.1442958,135773,9190,211049527,0.000643323
3,14.6,12.5,73.15,5492.6,72.69,4,16,71.09129107,2288,126,631486,0.0036232
